,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,albumName,albumID
Wicked Games___The Weeknd,0.658,0.591,9.0,-5.197,1.0,0.0309,0.00959,5.27e-06,0.325,0.326,114.078,audio_features,6VwBbL8CzPiC4QV66ay7oR,spotify:track:6VwBbL8CzPiC4QV66ay7oR,https://api.spotify.com/v1/tracks/6VwBbL8CzPiC4QV66ay7oR,https://api.spotify.com/v1/audio-analysis/6VwBbL8CzPiC4QV66ay7oR,323747.0,4.0,Trilogy,5EbpxRwbbpCJUepbqVTZ1U
"Something In The Way (From ""The Batman"")___Geek Music",0.41,0.265,0.0,-11.929,1.0,0.0291,0.437,0.659,0.111,0.0398,103.793,audio_features,5PQV6JRuE9wSfPS49Zlrx7,spotify:track:5PQV6JRuE9wSfPS49Zlrx7,https://api.spotify.com/v1/tracks/5PQV6JRuE9wSfPS49Zlrx7,https://api.spotify.com/v1/audio-analysis/5PQV6JRuE9wSfPS49Zlrx7,119963.0,4.0,"Something In The Way (From ""The Batman"")",00ZD2huFkXMfFxGLIy39Wz
I Kissed A Girl___Katy Perry,0.699,0.76,5.0,-3.173,1.0,0.0677,0.00223,0.0,0.132,0.696,129.996,audio_features,1pXrR5Y9OgcIV2JEAl2lCB,spotify:track:1pXrR5Y9OgcIV2JEAl2lCB,https://api.spotify.com/v1/tracks/1pXrR5Y9OgcIV2JEAl2lCB,https://api.spotify.com/v1/audio-analysis/1pXrR5Y9OgcIV2JEAl2lCB,179640.0,4.0,One Of The Boys,7rSjuY09uCzvMY4TlFsBD8
Dilbar___Neha Kakkar,0.725,0.912,9.0,-3.665,0.0,0.0851,0.155,7.68e-05,0.107,0.674,104.054,audio_features,4tjLYTXFqZhkUDga4bQ0yl,spotify:track:4tjLYTXFqZhkUDga4bQ0yl,https://api.spotify.com/v1/tracks/4tjLYTXFqZhkUDga4bQ0yl,https://api.spotify.com/v1/audio-analysis/4tjLYTXFqZhkUDga4bQ0yl,184433.0,4.0,"Dilbar (From ""Satyameva Jayate"")",27u2VWTy7ZtiL9ExdzRoXS
Gamal Visetone Frå Ål___Hallgrim Berg,0.468,0.014,1.0,-23.118,1.0,0.0446,0.946,0.421,0.518,0.909,81.941,audio_features,6pjTOcLDyniWjN6LVZekzC,spotify:track:6pjTOcLDyniWjN6LVZekzC,https://api.spotify.com/v1/tracks/6pjTOcLDyniWjN6LVZekzC,https://api.spotify.com/v1/audio-analysis/6pjTOcLDyniWjN6LVZekzC,79347.0,5.0,"Buskerudtonar Med Tradisjonar, Vol. 2",400D9l4WFvGNhFNK7JYi7w
Very Full___Tom Hiddleston,0.469,0.567,11.0,-11.668,1.0,0.28,0.826,2.7e-06,0.66,0.548,65.222,audio_features,3mbsIdjARxCAWHf1rW93sd,spotify:track:3mbsIdjARxCAWHf1rW93sd,https://api.spotify.com/v1/tracks/3mbsIdjARxCAWHf1rW93sd,https://api.spotify.com/v1/audio-analysis/3mbsIdjARxCAWHf1rW93sd,85930.0,3.0,Loki: Vol. 1 (Episodes 1-3) [Original Soundtrack],5Wc11R3nufO8ZAFFhvBGEe
Starboy___The Weeknd,0.679,0.587,7.0,-7.015,1.0,0.276,0.141,6.35e-06,0.137,0.486,186.003,audio_features,7MXVkk9YMctZqd1Srtv4MB,spotify:track:7MXVkk9YMctZqd1Srtv4MB,https://api.spotify.com/v1/tracks/7MXVkk9YMctZqd1Srtv4MB,https://api.spotify.com/v1/audio-analysis/7MXVkk9YMctZqd1Srtv4MB,230453.0,4.0,Starboy,2ODvWsOgouMbaA5xf0RkJe
Inception: Time - Orchestra Version - Live___Hans Zimmer,0.259,0.118,7.0,-17.366,1.0,0.0403,0.0987,0.677,0.701,0.0367,125.989,audio_features,5TXY9UWJMiMopFTpW0uUBb,spotify:track:5TXY9UWJMiMopFTpW0uUBb,https://api.spotify.com/v1/tracks/5TXY9UWJMiMopFTpW0uUBb,https://api.spotify.com/v1/audio-analysis/5TXY9UWJMiMopFTpW0uUBb,286493.0,4.0,The World of Hans Zimmer - A Symphonic Celebration (Live),1ms5jky5xjusqGM0xae60t
Matilda___Harry Styles,0.507,0.294,2.0,-10.0,1.0,0.04,0.896,1.97e-05,0.0966,0.386,114.199,audio_features,6uvh0In7u1Xn4HgxOfAn8O,spotify:track:6uvh0In7u1Xn4HgxOfAn8O,https://api.spotify.com/v1/tracks/6uvh0In7u1Xn4HgxOfAn8O,https://api.spotify.com/v1/audio-analysis/6uvh0In7u1Xn4HgxOfAn8O,245964.0,4.0,Harry's House,5r36AJ6VOJtp00oxSkBZ5h
The Causeway___Henry Jackman,0.29,0.557,1.0,-17.34,1.0,0.1,0.0256,0.837,0.687,0.0619,147.996,audio_features,3nZZVD4TyElphcjDF0sovi,spotify:track:3nZZVD4TyElphcjDF0sovi,https://api.spotify.com/v1/tracks/3nZZVD4TyElphcjDF0sovi,https://api.spotify.com/v1/audio-analysis/3nZZVD4TyElphcjDF0sovi,162040.0,4.0,Captain America: The Winter Soldier (Original Motion Picture Soundtrack),3nWTffckeFVKV26BNZgKCl
National Anthem of USSR___The Red Army Choir,0.221,0.169,3.0,-17.746,1.0,0.0356,0.411,0.302,0.0666,0.482,133.394,audio_features,0JRoo5kkeboyTWVdMEU3pw,spotify:track:0JRoo5kkeboyTWVdMEU3pw,https://api.spotify.com/v1/tracks/0JRoo5kkeboyTWVdMEU3pw,https://api.spotify.com/v1/audio-analysis/0JRoo5kkeboyTWVdMEU3pw,227480.0,4.0,The Red Army Choir,3pzeurUsHJK1ueinchI4MB
Godzilla (feat. Juice WRLD)___Eminem,0.808,0.745,10.0,-5.26,0.0,0.342,0.145,0.0,0.292,0.829,165.995,audio_features,7FIWs0pqAYbP91WWM0vlTQ,spotify:track:7FIWs0pqAYbP91WWM0vlTQ,https://api.spotify.com/v1/tracks/7FIWs0pqAYbP91WWM0vlTQ,https://api.spotify.com/v1/audio-analysis/7FIWs0pqAYbP91WWM0vlTQ,210800.0,4.0,Music To Be Murdered By,4otkd9As6YaxxEkIjXPiZ6
PUBG's 5th Anniversary message___PUBG,0.365,0.551,9.0,-13.144,0.0,0.078,0.00422,0.617,0.11,0.25,122.775,audio_features,0ZVRr5tYNGFikxamlscchV,spotify:track:0ZVRr5tYNGFikxamlscchV,https://api.spotify.com/v1/tracks/0ZVRr5tYNGFikxamlscchV,https://api.spotify.com/v1/audio-analysis/0ZVRr5tYNGFikxamlscchV,234194.0,4.0,"Thank you, 5urvivors",3l5Gbu1lIgFAndzDpPGam8
Bajrang Dal EDM - Purulia Song___DJ Rohit Ghatshila,0.684,0.914,7.0,-8.85,1.0,0.0566,0.17,0.0891,0.157,0.806,145.052,audio_features,7uF7i1oH1E0o5ClIBiph20,spotify:track:7uF7i1oH1E0o5ClIBiph20,https://api.spotify.com/v1/tracks/7uF7i1oH1E0o5ClIBiph20,https://api.spotify.com/v1/audio-analysis/7uF7i1oH1E0o5ClIBiph20,199001.0,4.0,Bajrang Dal EDM,6vWaDaX8SDauEpJWXNnTol
Hardest To Love___The Weeknd,0.467,0.608,10.0,-7.847,1.0,0.0707,0.0909,8.83e-05,0.125,0.108,80.957,audio_features,6kWxIqQDsKFYCJGbU4AjCX,spotify:track:6kWxIqQDsKFYCJGbU4AjCX,https://api.spotify.com/v1/tracks/6kWxIqQDsKFYCJGbU4AjCX,https://api.spotify.com/v1/audio-analysis/6kWxIqQDsKFYCJGbU4AjCX,211400.0,4.0,After Hours,4yP0hdKOZPNshxUOjY0cZj
We're Back___Phineas,0.649,0.934,5.0,-2.647,1.0,0.0764,0.132,0.0,0.271,0.932,160.028,audio_features,4KX2n78tTmnOs5igSQ49qU,spotify:track:4KX2n78tTmnOs5igSQ49qU,https://api.spotify.com/v1/tracks/4KX2n78tTmnOs5igSQ49qU,https://api.spotify.com/v1/audio-analysis/4KX2n78tTmnOs5igSQ49qU,113854.0,4.0,Phineas and Ferb The Movie: Candace Against the Universe (Original Soundtrack),17UaoAh0UsPryIa6Em6zRL
Ode to Odd___20syl,0.599,0.399,5.0,-11.782,0.0,0.0769,0.282,0.886,0.102,0.13,99.788,audio_features,5boanH5wwSZfW4OiXTh0Pz,spotify:track:5boanH5wwSZfW4OiXTh0Pz,https://api.spotify.com/v1/tracks/5boanH5wwSZfW4OiXTh0Pz,https://api.spotify.com/v1/audio-analysis/5boanH5wwSZfW4OiXTh0Pz,60447.0,4.0,36 (Beats & Types),7m90TeUDlLVOaJh4QumfEM
Need to Know___Doja Cat,0.664,0.609,1.0,-6.509,1.0,0.0707,0.304,0.0,0.0926,0.194,130.041,audio_features,3Vi5XqYrmQgOYBajMWSvCi,spotify:track:3Vi5XqYrmQgOYBajMWSvCi,https://api.spotify.com/v1/tracks/3Vi5XqYrmQgOYBajMWSvCi,https://api.spotify.com/v1/audio-analysis/3Vi5XqYrmQgOYBajMWSvCi,210560.0,4.0,Planet Her,1nAQbHeOWTfQzbOoFrvndW
Multiverse of Madness___Danny Elfman,0.223,0.491,11.0,-10.996,1.0,0.0386,0.251,0.901,0.108,0.131,127.526,audio_features,459fuGnqyCTz87R9zWIXH2,spotify:track:459fuGnqyCTz87R9zWIXH2,https://api.spotify.com/v1/tracks/459fuGnqyCTz87R9zWIXH2,https://api.spotify.com/v1/audio-analysis/459fuGnqyCTz87R9zWIXH2,156733.0,4.0,Doctor Strange in the Multiverse of Madness (Original Motion Picture Soundtrack),3QDzfMs8x9fkS8vYOKnhfM
Delicate___Taylor Swift,0.75,0.404,9.0,-10.178,0.0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,audio_features,6NFyWDv5CjfwuzoCkw47Xf,spotify:track:6NFyWDv5CjfwuzoCkw47Xf,https://api.spotify.com/v1/tracks/6NFyWDv5CjfwuzoCkw47Xf,https://api.spotify.com/v1/audio-analysis/6NFyWDv5CjfwuzoCkw47Xf,232253.0,4.0,reputation,6DEjYFkNZh67HP7R9PSZvv
Woman___Doja Cat,0.824,0.764,5.0,-4.175,0.0,0.0854,0.0888,0.00294,0.117,0.881,107.998,audio_features,6Uj1ctrBOjOas8xZXGqKk4,spotify:track:6Uj1ctrBOjOas8xZXGqKk4,https://api.spotify.com/v1/tracks/6Uj1ctrBOjOas8xZXGqKk4,https://api.spotify.com/v1/audio-analysis/6Uj1ctrBOjOas8xZXGqKk4,172627.0,4.0,Planet Her,1nAQbHeOWTfQzbOoFrvndW
Love the Haters___Olivia Rodrigo,0.759,0.792,4.0,-5.737,1.0,0.174,0.107,0.0,0.194,0.959,108.011,audio_features,1glFzU55j6ji6xYEMlvEUx,spotify:track:1glFzU55j6ji6xYEMlvEUx,https://api.spotify.com/v1/tracks/1glFzU55j6ji6xYEMlvEUx,https://api.spotify.com/v1/audio-analysis/1glFzU55j6ji6xYEMlvEUx,94406.0,4.0,Bizaardvark (Music from the TV Series),40YjPXmE1d3ajv2dcU2Bhx
Can't Fight City Halloween___Michael Giacchino,0.315,0.141,6.0,-21.368,1.0,0.0294,0.616,0.951,0.107,0.116,82.042,audio_features,31n5hquEG1tkwzizOAlj0K,spotify:track:31n5hquEG1tkwzizOAlj0K,https://api.spotify.com/v1/tracks/31n5hquEG1tkwzizOAlj0K,https://api.spotify.com/v1/audio-analysis/31n5hquEG1tkwzizOAlj0K,244573.0,4.0,The Batman (Original Motion Picture Soundtrack),18nTX27XXEYARGmWMTgD19
Blinding Lights___The Weeknd,0.514,0.73,1.0,-5.934,1.0,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,audio_features,0VjIjW4GlUZAMYd2vXMi3b,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,https://api.spotify.com/v1/tracks/0VjIjW4GlUZAMYd2vXMi3b,https://api.spotify.com/v1/audio-analysis/0VjIjW4GlUZAMYd2vXMi3b,200040.0,4.0,After Hours,4yP0hdKOZPNshxUOjY0cZj
Doctor Strange Main Theme___Arantis,0.194,0.707,7.0,-4.897,0.0,0.0409,0.00111,0.579,0.35,0.162,181.373,audio_features,7FSfFeisf4uuNXw6NGWaec,spotify:track:7FSfFeisf4uuNXw6NGWaec,https://api.spotify.com/v1/tracks/7FSfFeisf4uuNXw6NGWaec,https://api.spotify.com/v1/audio-analysis/7FSfFeisf4uuNXw6NGWaec,176497.0,3.0,Doctor Strange Main Theme,6Gwoa725adXrXaiAavZeAo
The Archives___Natalie Holt,0.316,0.155,8.0,-16.552,1.0,0.0389,0.819,0.873,0.12,0.0355,125.89,audio_features,2ubmG9uzY66aFyv5TofKw6,spotify:track:2ubmG9uzY66aFyv5TofKw6,https://api.spotify.com/v1/tracks/2ubmG9uzY66aFyv5TofKw6,https://api.spotify.com/v1/audio-analysis/2ubmG9uzY66aFyv5TofKw6,128146.0,4.0,Loki: Vol. 1 (Episodes 1-3) [Original Soundtrack],5Wc11R3nufO8ZAFFhvBGEe
A Man Without Love___Engelbert Humperdinck,0.538,0.467,2.0,-9.589,1.0,0.0327,0.637,0.0,0.115,0.507,111.766,audio_features,0oUBuOO4g9P4lREqfqR5nq,spotify:track:0oUBuOO4g9P4lREqfqR5nq,https://api.spotify.com/v1/tracks/0oUBuOO4g9P4lREqfqR5nq,https://api.spotify.com/v1/audio-analysis/0oUBuOO4g9P4lREqfqR5nq,203133.0,4.0,A Man Without Love,2zQM1HOK5OnDGF1SSWExnE
Never Ending Story___Gaten Matarazzo,0.438,0.489,0.0,-11.568,1.0,0.0465,0.0103,1.22e-05,0.442,0.182,136.077,audio_features,7r6xGsyES2DTacyP6O585i,spotify:track:7r6xGsyES2DTacyP6O585i,https://api.spotify.com/v1/tracks/7r6xGsyES2DTacyP6O585i,https://api.spotify.com/v1/audio-analysis/7r6xGsyES2DTacyP6O585i,125480.0,3.0,"Stranger Things: Soundtrack from the Netflix Original Series, Season 3",7oiDQdZ810FzweT2fm3tAP
The Light and the Dark___Joel P West,0.206,0.59,2.0,-11.542,0.0,0.041,0.327,0.9,0.126,0.166,89.454,audio_features,0x4ZgNoke1FGCC163w5eGd,spotify:track:0x4ZgNoke1FGCC163w5eGd,https://api.spotify.com/v1/tracks/0x4ZgNoke1FGCC163w5eGd,https://api.spotify.com/v1/audio-analysis/0x4ZgNoke1FGCC163w5eGd,106416.0,4.0,Shang-Chi and the Legend of the Ten Rings (Original Score),72LIvmrUE6L6bBO5gzvbya
Soria___Anne Hytta,0.226,0.16,7.0,-16.083,0.0,0.0395,0.971,0.776,0.102,0.129,83.851,audio_features,7p6SNpDpDsjbtxIq4FeeFy,spotify:track:7p6SNpDpDsjbtxIq4FeeFy,https://api.spotify.com/v1/tracks/7p6SNpDpDsjbtxIq4FeeFy,https://api.spotify.com/v1/audio-analysis/7p6SNpDpDsjbtxIq4FeeFy,187120.0,4.0,Soria,0Qqsn0ErXXKreYNTnqWODb
The Winter Soldier___Henry Jackman,0.252,0.378,1.0,-15.31,1.0,0.0393,0.00405,0.939,0.469,0.0351,114.955,audio_features,53xdABEP9hyvBwvuXpzeXG,spotify:track:53xdABEP9hyvBwvuXpzeXG,https://api.spotify.com/v1/tracks/53xdABEP9hyvBwvuXpzeXG,https://api.spotify.com/v1/audio-analysis/53xdABEP9hyvBwvuXpzeXG,384667.0,4.0,Captain America: The Winter Soldier (Original Motion Picture Soundtrack),3nWTffckeFVKV26BNZgKCl
Rebellious Way___Basixx,0.685,0.863,9.0,-4.093,0.0,0.0471,0.0234,0.00616,0.0635,0.562,124.994,audio_features,3EYTjjzKjRiZgcCA6TBjgR,spotify:track:3EYTjjzKjRiZgcCA6TBjgR,https://api.spotify.com/v1/tracks/3EYTjjzKjRiZgcCA6TBjgR,https://api.spotify.com/v1/audio-analysis/3EYTjjzKjRiZgcCA6TBjgR,196587.0,4.0,Tell Me,6asoJJw7okL9DswlAjs167
"Kumkumala Audio Teaser (From ""Brahmastra (Telugu)"")___Pritam",0.609,0.631,0.0,-7.792,1.0,0.0384,0.522,2.82e-05,0.102,0.48,94.039,audio_features,0IC8ZqYNcju5zQFYOrRyZH,spotify:track:0IC8ZqYNcju5zQFYOrRyZH,https://api.spotify.com/v1/tracks/0IC8ZqYNcju5zQFYOrRyZH,https://api.spotify.com/v1/audio-analysis/0IC8ZqYNcju5zQFYOrRyZH,61277.0,4.0,"Kumkumala Audio Teaser [From ""Brahmastra (Telugu)""]",0DkUQzNZpCKzp7m2y6lG23
Can't Feel My Face___The Weeknd,0.705,0.769,9.0,-5.526,0.0,0.0425,0.113,0.0,0.105,0.583,107.949,audio_features,22VdIZQfgXJea34mQxlt81,spotify:track:22VdIZQfgXJea34mQxlt81,https://api.spotify.com/v1/tracks/22VdIZQfgXJea34mQxlt81,https://api.spotify.com/v1/audio-analysis/22VdIZQfgXJea34mQxlt81,213520.0,4.0,Beauty Behind The Madness,0P3oVJBFOv3TDXlYRhGL7s
Ami Je Tomar___Sharnali Shaha,0.713,0.67,0.0,-9.096,1.0,0.0807,0.382,0.000199,0.209,0.627,110.047,audio_features,4Ax8uqRGpYRB60BLiLWhtB,spotify:track:4Ax8uqRGpYRB60BLiLWhtB,https://api.spotify.com/v1/tracks/4Ax8uqRGpYRB60BLiLWhtB,https://api.spotify.com/v1/audio-analysis/4Ax8uqRGpYRB60BLiLWhtB,293627.0,4.0,Ferbo Aabar,3eEyvYR1dYVZngD0cf2kJd
Girl___Sky Brown,0.611,0.462,0.0,-7.054,1.0,0.0646,0.558,1.01e-06,0.131,0.377,59.635,audio_features,7npLlaPu9Mfno8hjk5OagD,spotify:track:7npLlaPu9Mfno8hjk5OagD,https://api.spotify.com/v1/tracks/7npLlaPu9Mfno8hjk5OagD,https://api.spotify.com/v1/audio-analysis/7npLlaPu9Mfno8hjk5OagD,215230.0,4.0,Red Pill Blues (Deluxe),1Li4rADxSxjT2g4xqUcMYh
Lose You To Love Me___Selena Gomez,0.488,0.343,4.0,-8.985,1.0,0.0436,0.556,0.0,0.21,0.0978,102.819,audio_features,4l0Mvzj72xxOpRrp6h8nHi,spotify:track:4l0Mvzj72xxOpRrp6h8nHi,https://api.spotify.com/v1/tracks/4l0Mvzj72xxOpRrp6h8nHi,https://api.spotify.com/v1/audio-analysis/4l0Mvzj72xxOpRrp6h8nHi,206459.0,4.0,Rare,3YPFaTR7WMi1Hd4NVKdCJx
Dandelions___Ruth B.,0.609,0.692,1.0,-2.958,1.0,0.0259,0.0157,0.0,0.0864,0.454,116.959,audio_features,2eAvDnpXP5W0cVtiI0PUxV,spotify:track:2eAvDnpXP5W0cVtiI0PUxV,https://api.spotify.com/v1/tracks/2eAvDnpXP5W0cVtiI0PUxV,https://api.spotify.com/v1/audio-analysis/2eAvDnpXP5W0cVtiI0PUxV,233720.0,3.0,Safe Haven,6FgtuX3PtiB5civjHYhc52
Theme From Jurassic Park___John Williams,0.144,0.132,10.0,-19.115,1.0,0.0333,0.946,0.779,0.115,0.0627,102.283,audio_features,2TZbQZXOuR8osP2AK8yYMN,spotify:track:2TZbQZXOuR8osP2AK8yYMN,https://api.spotify.com/v1/tracks/2TZbQZXOuR8osP2AK8yYMN,https://api.spotify.com/v1/audio-analysis/2TZbQZXOuR8osP2AK8yYMN,207427.0,3.0,Jurassic Park,1yyFmCMeNtuLWsLZAXPStf
hope ur ok___Olivia Rodrigo,0.443,0.298,0.0,-12.181,1.0,0.0644,0.388,1e-05,0.103,0.172,77.253,audio_features,1zejeOnykpCoyVSit6Bwp3,spotify:track:1zejeOnykpCoyVSit6Bwp3,https://api.spotify.com/v1/tracks/1zejeOnykpCoyVSit6Bwp3,https://api.spotify.com/v1/audio-analysis/1zejeOnykpCoyVSit6Bwp3,209560.0,4.0,SOUR,6s84u2TUpR3wdUv4NgKA2j
"no body, no crime (feat. HAIM)___Taylor Swift",0.546,0.613,7.0,-7.589,0.0,0.0264,0.418,0.0,0.103,0.535,79.015,audio_features,3RaT22zZsxVYxxKR7TAaYF,spotify:track:3RaT22zZsxVYxxKR7TAaYF,https://api.spotify.com/v1/tracks/3RaT22zZsxVYxxKR7TAaYF,https://api.spotify.com/v1/audio-analysis/3RaT22zZsxVYxxKR7TAaYF,215627.0,4.0,evermore,2Xoteh7uEpea4TohMxjtaq
Summer Belongs to You___Candace,0.547,0.815,2.0,-2.824,1.0,0.0532,0.141,0.0,0.313,0.911,170.018,audio_features,37wuSLIK22IxGKffovC6jd,spotify:track:37wuSLIK22IxGKffovC6jd,https://api.spotify.com/v1/tracks/37wuSLIK22IxGKffovC6jd,https://api.spotify.com/v1/audio-analysis/37wuSLIK22IxGKffovC6jd,225693.0,4.0,Phineas and Ferb Summer Belongs to You,77jAlhvBI46I7MiMmfsEbF
EVs During the Super Bowl and iMessage Reactions on Android___Waveform: The MKBHD Podcast,0.522,0.184,7.0,-19.956,1.0,0.0321,0.832,0.876,0.124,0.0629,80.027,audio_features,0wl0H3vM3BixJcuDHTrELr,spotify:track:0wl0H3vM3BixJcuDHTrELr,https://api.spotify.com/v1/tracks/0wl0H3vM3BixJcuDHTrELr,https://api.spotify.com/v1/audio-analysis/0wl0H3vM3BixJcuDHTrELr,144334.0,4.0,This Is Us (Original Score),6z7hGqMzTANxHQrYUesiJ6
Daylight___Harry Styles,0.686,0.445,0.0,-7.189,1.0,0.0398,0.484,0.00144,0.175,0.626,145.5,audio_features,51Zw1cKDgkad0CXv23HCMU,spotify:track:51Zw1cKDgkad0CXv23HCMU,https://api.spotify.com/v1/tracks/51Zw1cKDgkad0CXv23HCMU,https://api.spotify.com/v1/audio-analysis/51Zw1cKDgkad0CXv23HCMU,164533.0,3.0,Harry's House,5r36AJ6VOJtp00oxSkBZ5h
Cheap Thrills___Sia,0.629,0.698,6.0,-5.639,0.0,0.103,0.0472,0.00152,0.0949,0.73,89.969,audio_features,5JpOV1GfgLcKc2lzR6lywq,spotify:track:5JpOV1GfgLcKc2lzR6lywq,https://api.spotify.com/v1/tracks/5JpOV1GfgLcKc2lzR6lywq,https://api.spotify.com/v1/audio-analysis/5JpOV1GfgLcKc2lzR6lywq,210973.0,4.0,Cheap Thrills,1ZMYMTP0S4hp9AlGkAWWjt
Jalebi Baby (Tesher x Jason Derulo)___Tesher,0.691,0.829,0.0,-7.179,1.0,0.0412,0.0289,0.0,0.254,0.866,93.059,audio_features,6FvSS3Goz7OC8oCC2eWqe8,spotify:track:6FvSS3Goz7OC8oCC2eWqe8,https://api.spotify.com/v1/tracks/6FvSS3Goz7OC8oCC2eWqe8,https://api.spotify.com/v1/audio-analysis/6FvSS3Goz7OC8oCC2eWqe8,169154.0,4.0,Jalebi Baby (Tesher x Jason Derulo),7JXaassDX0q7XtdJLepSGd
Tavern Brawl___Neal Acree,0.53,0.724,7.0,-10.979,0.0,0.0534,0.447,0.502,0.196,0.442,125.508,audio_features,1vjnSHzm7w6v2Pp1RcZdAE,spotify:track:1vjnSHzm7w6v2Pp1RcZdAE,https://api.spotify.com/v1/tracks/1vjnSHzm7w6v2Pp1RcZdAE,https://api.spotify.com/v1/audio-analysis/1vjnSHzm7w6v2Pp1RcZdAE,94880.0,4.0,The Legend of Vox Machina (Amazon Original Series Soundtrack),3AFeQQ7rlwcnxnSaPT8zc3
Weddings & Funerals___Royal & the Serpent,0.507,0.581,6.0,-5.339,0.0,0.143,0.139,0.0,0.54,0.423,96.64,audio_features,5XGjHvW9kqp8QqFpMHmESt,spotify:track:5XGjHvW9kqp8QqFpMHmESt,https://api.spotify.com/v1/tracks/5XGjHvW9kqp8QqFpMHmESt,https://api.spotify.com/v1/audio-analysis/5XGjHvW9kqp8QqFpMHmESt,176598.0,4.0,Weddings & Funerals,0GTIfChddDiliUGHlN3fPN
Lost___Maroon 5,0.766,0.706,7.0,-6.553,0.0,0.16,0.223,0.00028,0.064,0.766,142.989,audio_features,18XlJEroUwFo0tLZxscgXE,spotify:track:18XlJEroUwFo0tLZxscgXE,https://api.spotify.com/v1/tracks/18XlJEroUwFo0tLZxscgXE,https://api.spotify.com/v1/audio-analysis/18XlJEroUwFo0tLZxscgXE,172598.0,4.0,JORDI (Deluxe),2dnLi41uRXC7aNqDmcEc0P
A Dark Knight___Hans Zimmer,0.277,0.182,2.0,-19.69,0.0,0.034,0.492,0.782,0.125,0.0357,96.008,audio_features,5QFdOfeQlX8gp7ick31XRG,spotify:track:5QFdOfeQlX8gp7ick31XRG,https://api.spotify.com/v1/tracks/5QFdOfeQlX8gp7ick31XRG,https://api.spotify.com/v1/audio-analysis/5QFdOfeQlX8gp7ick31XRG,975267.0,4.0,The Dark Knight (Original Motion Picture Soundtrack),63uFfOZpC7jrV7wfuBY2lX
The Avengers___Alan Silvestri,0.25,0.553,7.0,-8.188,1.0,0.0429,0.606,0.673,0.145,0.226,118.985,audio_features,5SXsXjVJCWeJuf7FHvgBYR,spotify:track:5SXsXjVJCWeJuf7FHvgBYR,https://api.spotify.com/v1/tracks/5SXsXjVJCWeJuf7FHvgBYR,https://api.spotify.com/v1/audio-analysis/5SXsXjVJCWeJuf7FHvgBYR,123360.0,4.0,The Avengers (Original Motion Picture Soundtrack),3wvpIkfl4oOgZLMaQBWadf
Watermelon Sugar___Harry Styles,0.548,0.816,0.0,-4.209,1.0,0.0465,0.122,0.0,0.335,0.557,95.39,audio_features,6UelLqGlWMcVH1E5c4H7lY,spotify:track:6UelLqGlWMcVH1E5c4H7lY,https://api.spotify.com/v1/tracks/6UelLqGlWMcVH1E5c4H7lY,https://api.spotify.com/v1/audio-analysis/6UelLqGlWMcVH1E5c4H7lY,174000.0,4.0,Fine Line,7xV2TzoaVc0ycW7fwBwAml
Light em up x Radioactive___Ceranolaca,0.461,0.79,1.0,-10.265,0.0,0.0482,0.00628,0.000961,0.169,0.416,140.63,audio_features,1zi0FhcBEusoVJVfW9mcZt,spotify:track:1zi0FhcBEusoVJVfW9mcZt,https://api.spotify.com/v1/tracks/1zi0FhcBEusoVJVfW9mcZt,https://api.spotify.com/v1/audio-analysis/1zi0FhcBEusoVJVfW9mcZt,209978.0,4.0,Light em up x Radioactive,1fsuGyPkhytIgz2N66oROa
As the World Caves In___Sarah Cothran,0.422,0.25,0.0,-6.836,1.0,0.0351,0.441,0.0,0.35,0.246,124.026,audio_features,2xXNLutYAOELYVObYb1C1S,spotify:track:2xXNLutYAOELYVObYb1C1S,https://api.spotify.com/v1/tracks/2xXNLutYAOELYVObYb1C1S,https://api.spotify.com/v1/audio-analysis/2xXNLutYAOELYVObYb1C1S,161613.0,4.0,As the World Caves In,0RiimwsSMUsxrBu0RsyuRH
"Gobi, 2012___Natalie Holt",0.394,0.444,1.0,-16.246,1.0,0.0395,0.49,0.873,0.0673,0.0387,133.036,audio_features,51jHk5XWRx4POz9rRQNvEM,spotify:track:51jHk5XWRx4POz9rRQNvEM,https://api.spotify.com/v1/tracks/51jHk5XWRx4POz9rRQNvEM,https://api.spotify.com/v1/audio-analysis/51jHk5XWRx4POz9rRQNvEM,180397.0,4.0,Loki: Vol. 1 (Episodes 1-3) [Original Soundtrack],5Wc11R3nufO8ZAFFhvBGEe
Fight In The Train (Episode 3)___Krutikov Music,0.541,0.488,11.0,-13.477,1.0,0.0363,0.558,0.855,0.109,0.37,134.92,audio_features,2czb0HWTvoRS7l1htC2rjw,spotify:track:2czb0HWTvoRS7l1htC2rjw,https://api.spotify.com/v1/tracks/2czb0HWTvoRS7l1htC2rjw,https://api.spotify.com/v1/audio-analysis/2czb0HWTvoRS7l1htC2rjw,128497.0,4.0,Loki: Epic Collection,4otMfQXgeW1CPg6pV9cl9i
