,name,endTime,artistName,trackName,msPlayed,datetime,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,albumName,albumID
4732,the last great american dynasty___Taylor Swift,2022-09-09 10:59,Taylor Swift,the last great american dynasty,230999,2022-09-09 10:59:00,0.686,0.662,7.0,-8.505,1.0,0.0413,0.467,0.0023,0.109,0.706,147.922,audio_features,2Eeur20xVqfUoM3Q7EFPFt,spotify:track:2Eeur20xVqfUoM3Q7EFPFt,https://api.spotify.com/v1/tracks/2Eeur20xVqfUoM3Q7EFPFt,https://api.spotify.com/v1/audio-analysis/2Eeur20xVqfUoM3Q7EFPFt,230999.0,4.0,folklore,2fenSS68JI1h4Fo296JfGr
4733,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault)___Taylor Swift,2022-09-09 11:10,Taylor Swift,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),607988,2022-09-09 11:10:00,0.631,0.518,0.0,-8.771,1.0,0.0303,0.274,0.0,0.088,0.205,93.023,audio_features,5enxwA8aAbwZbf5qCHORXi,spotify:track:5enxwA8aAbwZbf5qCHORXi,https://api.spotify.com/v1/tracks/5enxwA8aAbwZbf5qCHORXi,https://api.spotify.com/v1/audio-analysis/5enxwA8aAbwZbf5qCHORXi,613027.0,4.0,Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9
4734,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault)___Taylor Swift,2022-09-09 12:56,Taylor Swift,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),609796,2022-09-09 12:56:00,0.631,0.518,0.0,-8.771,1.0,0.0303,0.274,0.0,0.088,0.205,93.023,audio_features,5enxwA8aAbwZbf5qCHORXi,spotify:track:5enxwA8aAbwZbf5qCHORXi,https://api.spotify.com/v1/tracks/5enxwA8aAbwZbf5qCHORXi,https://api.spotify.com/v1/audio-analysis/5enxwA8aAbwZbf5qCHORXi,613027.0,4.0,Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9
4735,Tillu Anna DJ Pedithe___Ram Miriyala,2022-09-09 12:59,Ram Miriyala,Tillu Anna DJ Pedithe,183500,2022-09-09 12:59:00,0.702,0.663,10.0,-5.444,0.0,0.21,0.149,2.01e-06,0.11,0.28,140.027,audio_features,4ZNIkO2j6K2c0Nm8zWXmdn,spotify:track:4ZNIkO2j6K2c0Nm8zWXmdn,https://api.spotify.com/v1/tracks/4ZNIkO2j6K2c0Nm8zWXmdn,https://api.spotify.com/v1/audio-analysis/4ZNIkO2j6K2c0Nm8zWXmdn,183500.0,4.0,DJ Tillu,3loo3ZQ43Rsu0FdtorNZE0
4736,Nagada Sang Dhol___Shreya Ghoshal,2022-09-09 13:02,Shreya Ghoshal,Nagada Sang Dhol,127012,2022-09-09 13:02:00,0.743,0.921,3.0,-5.005,0.0,0.133,0.289,0.0064,0.0402,0.686,113.3,audio_features,5s9Kd33ExIhpe1JJSj5zLZ,spotify:track:5s9Kd33ExIhpe1JJSj5zLZ,https://api.spotify.com/v1/tracks/5s9Kd33ExIhpe1JJSj5zLZ,https://api.spotify.com/v1/audio-analysis/5s9Kd33ExIhpe1JJSj5zLZ,273256.0,3.0,Goliyon Ki Raasleela Ram-Leela (Original Motion Picture Soundtrack),76ok2HKEfqZ8FaAy6JpCNp
4737,Tillu Anna DJ Pedithe___Ram Miriyala,2022-09-09 13:05,Ram Miriyala,Tillu Anna DJ Pedithe,183500,2022-09-09 13:05:00,0.702,0.663,10.0,-5.444,0.0,0.21,0.149,2.01e-06,0.11,0.28,140.027,audio_features,4ZNIkO2j6K2c0Nm8zWXmdn,spotify:track:4ZNIkO2j6K2c0Nm8zWXmdn,https://api.spotify.com/v1/tracks/4ZNIkO2j6K2c0Nm8zWXmdn,https://api.spotify.com/v1/audio-analysis/4ZNIkO2j6K2c0Nm8zWXmdn,183500.0,4.0,DJ Tillu,3loo3ZQ43Rsu0FdtorNZE0
4738,Heat Waves___Glass Animals,2022-09-09 13:06,Glass Animals,Heat Waves,7035,2022-09-09 13:06:00,0.761,0.525,11.0,-6.9,1.0,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,audio_features,3USxtqRwSYz57Ewm6wWRMp,spotify:track:3USxtqRwSYz57Ewm6wWRMp,https://api.spotify.com/v1/tracks/3USxtqRwSYz57Ewm6wWRMp,https://api.spotify.com/v1/audio-analysis/3USxtqRwSYz57Ewm6wWRMp,238805.0,4.0,Dreamland,5bfpRtBW7RNRdsm3tRyl3R
4739,Heat Waves___Glass Animals,2022-09-09 13:06,Glass Animals,Heat Waves,3552,2022-09-09 13:06:00,0.761,0.525,11.0,-6.9,1.0,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,audio_features,3USxtqRwSYz57Ewm6wWRMp,spotify:track:3USxtqRwSYz57Ewm6wWRMp,https://api.spotify.com/v1/tracks/3USxtqRwSYz57Ewm6wWRMp,https://api.spotify.com/v1/audio-analysis/3USxtqRwSYz57Ewm6wWRMp,238805.0,4.0,Dreamland,5bfpRtBW7RNRdsm3tRyl3R
4740,Starboy___The Weeknd,2022-09-09 13:06,The Weeknd,Starboy,9311,2022-09-09 13:06:00,0.679,0.587,7.0,-7.015,1.0,0.276,0.141,6.35e-06,0.137,0.486,186.003,audio_features,7MXVkk9YMctZqd1Srtv4MB,spotify:track:7MXVkk9YMctZqd1Srtv4MB,https://api.spotify.com/v1/tracks/7MXVkk9YMctZqd1Srtv4MB,https://api.spotify.com/v1/audio-analysis/7MXVkk9YMctZqd1Srtv4MB,230453.0,4.0,Starboy,2ODvWsOgouMbaA5xf0RkJe
4741,Starboy___The Weeknd,2022-09-09 13:06,The Weeknd,Starboy,3181,2022-09-09 13:06:00,0.679,0.587,7.0,-7.015,1.0,0.276,0.141,6.35e-06,0.137,0.486,186.003,audio_features,7MXVkk9YMctZqd1Srtv4MB,spotify:track:7MXVkk9YMctZqd1Srtv4MB,https://api.spotify.com/v1/tracks/7MXVkk9YMctZqd1Srtv4MB,https://api.spotify.com/v1/audio-analysis/7MXVkk9YMctZqd1Srtv4MB,230453.0,4.0,Starboy,2ODvWsOgouMbaA5xf0RkJe
4742,Heat Waves___Glass Animals,2022-09-09 13:10,Glass Animals,Heat Waves,238805,2022-09-09 13:10:00,0.761,0.525,11.0,-6.9,1.0,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,audio_features,3USxtqRwSYz57Ewm6wWRMp,spotify:track:3USxtqRwSYz57Ewm6wWRMp,https://api.spotify.com/v1/tracks/3USxtqRwSYz57Ewm6wWRMp,https://api.spotify.com/v1/audio-analysis/3USxtqRwSYz57Ewm6wWRMp,238805.0,4.0,Dreamland,5bfpRtBW7RNRdsm3tRyl3R
4743,Starboy___The Weeknd,2022-09-09 13:15,The Weeknd,Starboy,230453,2022-09-09 13:15:00,0.679,0.587,7.0,-7.015,1.0,0.276,0.141,6.35e-06,0.137,0.486,186.003,audio_features,7MXVkk9YMctZqd1Srtv4MB,spotify:track:7MXVkk9YMctZqd1Srtv4MB,https://api.spotify.com/v1/tracks/7MXVkk9YMctZqd1Srtv4MB,https://api.spotify.com/v1/audio-analysis/7MXVkk9YMctZqd1Srtv4MB,230453.0,4.0,Starboy,2ODvWsOgouMbaA5xf0RkJe
4744,Heat Waves___Glass Animals,2022-09-09 13:16,Glass Animals,Heat Waves,60255,2022-09-09 13:16:00,0.761,0.525,11.0,-6.9,1.0,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,audio_features,3USxtqRwSYz57Ewm6wWRMp,spotify:track:3USxtqRwSYz57Ewm6wWRMp,https://api.spotify.com/v1/tracks/3USxtqRwSYz57Ewm6wWRMp,https://api.spotify.com/v1/audio-analysis/3USxtqRwSYz57Ewm6wWRMp,238805.0,4.0,Dreamland,5bfpRtBW7RNRdsm3tRyl3R
4745,Tillu Anna DJ Pedithe___Ram Miriyala,2022-09-09 13:20,Ram Miriyala,Tillu Anna DJ Pedithe,236998,2022-09-09 13:20:00,0.702,0.663,10.0,-5.444,0.0,0.21,0.149,2.01e-06,0.11,0.28,140.027,audio_features,4ZNIkO2j6K2c0Nm8zWXmdn,spotify:track:4ZNIkO2j6K2c0Nm8zWXmdn,https://api.spotify.com/v1/tracks/4ZNIkO2j6K2c0Nm8zWXmdn,https://api.spotify.com/v1/audio-analysis/4ZNIkO2j6K2c0Nm8zWXmdn,183500.0,4.0,DJ Tillu,3loo3ZQ43Rsu0FdtorNZE0
4746,Tillu Anna DJ Pedithe___Ram Miriyala,2022-09-09 14:55,Ram Miriyala,Tillu Anna DJ Pedithe,183500,2022-09-09 14:55:00,0.702,0.663,10.0,-5.444,0.0,0.21,0.149,2.01e-06,0.11,0.28,140.027,audio_features,4ZNIkO2j6K2c0Nm8zWXmdn,spotify:track:4ZNIkO2j6K2c0Nm8zWXmdn,https://api.spotify.com/v1/tracks/4ZNIkO2j6K2c0Nm8zWXmdn,https://api.spotify.com/v1/audio-analysis/4ZNIkO2j6K2c0Nm8zWXmdn,183500.0,4.0,DJ Tillu,3loo3ZQ43Rsu0FdtorNZE0
4747,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault)___Taylor Swift,2022-09-09 15:09,Taylor Swift,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),746002,2022-09-09 15:09:00,0.631,0.518,0.0,-8.771,1.0,0.0303,0.274,0.0,0.088,0.205,93.023,audio_features,5enxwA8aAbwZbf5qCHORXi,spotify:track:5enxwA8aAbwZbf5qCHORXi,https://api.spotify.com/v1/tracks/5enxwA8aAbwZbf5qCHORXi,https://api.spotify.com/v1/audio-analysis/5enxwA8aAbwZbf5qCHORXi,613027.0,4.0,Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9
4748,Don’t Blame Me___Taylor Swift,2022-09-09 15:13,Taylor Swift,Don’t Blame Me,236413,2022-09-09 15:13:00,0.615,0.534,9.0,-6.719,0.0,0.0386,0.106,1.76e-05,0.0607,0.193,135.917,audio_features,1R0a2iXumgCiFb7HEZ7gUE,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,https://api.spotify.com/v1/tracks/1R0a2iXumgCiFb7HEZ7gUE,https://api.spotify.com/v1/audio-analysis/1R0a2iXumgCiFb7HEZ7gUE,236413.0,4.0,reputation,6DEjYFkNZh67HP7R9PSZvv
4749,Mine___Taylor Swift,2022-09-09 15:17,Taylor Swift,Mine,230773,2022-09-09 15:17:00,0.621,0.78,7.0,-2.934,1.0,0.0297,0.00327,4.55e-06,0.184,0.672,121.038,audio_features,67Io3gxHwfbUreBf114c0u,spotify:track:67Io3gxHwfbUreBf114c0u,https://api.spotify.com/v1/tracks/67Io3gxHwfbUreBf114c0u,https://api.spotify.com/v1/audio-analysis/67Io3gxHwfbUreBf114c0u,230773.0,4.0,Speak Now (Deluxe Package),6S6JQWzUrJVcJLK4fi74Fw
4750,the lakes___Taylor Swift,2022-09-09 15:21,Taylor Swift,the lakes,211813,2022-09-09 15:21:00,0.313,0.258,2.0,-11.532,1.0,0.0383,0.842,1.3e-06,0.0948,0.268,179.947,audio_features,65YnIFKuwUCLIqMHAP8TAm,spotify:track:65YnIFKuwUCLIqMHAP8TAm,https://api.spotify.com/v1/tracks/65YnIFKuwUCLIqMHAP8TAm,https://api.spotify.com/v1/audio-analysis/65YnIFKuwUCLIqMHAP8TAm,211813.0,4.0,folklore: the escapism chapter,0UYykkGEPRrLfarEeclJQ7
4751,Style___Taylor Swift,2022-09-09 15:25,Taylor Swift,Style,231000,2022-09-09 15:25:00,0.588,0.791,7.0,-5.595,1.0,0.0402,0.00245,0.00258,0.118,0.487,94.933,audio_features,0ug5NqcwcFR2xrfTkc7k8e,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,https://api.spotify.com/v1/tracks/0ug5NqcwcFR2xrfTkc7k8e,https://api.spotify.com/v1/audio-analysis/0ug5NqcwcFR2xrfTkc7k8e,231000.0,4.0,1989 (Deluxe),1yGbNOtRIgdIiGHOEBaZWf
4752,ivy___Taylor Swift,2022-09-09 15:30,Taylor Swift,ivy,260440,2022-09-09 15:30:00,0.515,0.545,2.0,-9.277,1.0,0.0353,0.855,1.97e-05,0.0921,0.535,88.856,audio_features,19CSr8rwW05VJL2F91KFNK,spotify:track:19CSr8rwW05VJL2F91KFNK,https://api.spotify.com/v1/tracks/19CSr8rwW05VJL2F91KFNK,https://api.spotify.com/v1/audio-analysis/19CSr8rwW05VJL2F91KFNK,260440.0,4.0,evermore,2Xoteh7uEpea4TohMxjtaq
4753,Fearless (Taylor’s Version)___Taylor Swift,2022-09-09 15:34,Taylor Swift,Fearless (Taylor’s Version),241591,2022-09-09 15:34:00,0.569,0.741,5.0,-4.963,1.0,0.0282,0.0122,0.0,0.333,0.43,100.118,audio_features,77sMIMlNaSURUAXq5coCxE,spotify:track:77sMIMlNaSURUAXq5coCxE,https://api.spotify.com/v1/tracks/77sMIMlNaSURUAXq5coCxE,https://api.spotify.com/v1/audio-analysis/77sMIMlNaSURUAXq5coCxE,241592.0,4.0,Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH
4754,We Are Never Ever Getting Back Together (Taylor's Version)___Taylor Swift,2022-09-09 15:38,Taylor Swift,We Are Never Ever Getting Back Together (Taylor's Version),4289,2022-09-09 15:38:00,0.567,0.686,7.0,-6.139,1.0,0.175,0.0317,1.86e-06,0.0732,0.716,172.014,audio_features,5YqltLsjdqFtvqE7Nrysvs,spotify:track:5YqltLsjdqFtvqE7Nrysvs,https://api.spotify.com/v1/tracks/5YqltLsjdqFtvqE7Nrysvs,https://api.spotify.com/v1/audio-analysis/5YqltLsjdqFtvqE7Nrysvs,193147.0,4.0,Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9
4755,Cruel Summer___Taylor Swift,2022-09-09 15:38,Taylor Swift,Cruel Summer,178426,2022-09-09 15:38:00,0.552,0.702,9.0,-5.707,1.0,0.157,0.117,2.06e-05,0.105,0.564,169.994,audio_features,1BxfuPKGuaTgP7aM0Bbdwr,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,https://api.spotify.com/v1/tracks/1BxfuPKGuaTgP7aM0Bbdwr,https://api.spotify.com/v1/audio-analysis/1BxfuPKGuaTgP7aM0Bbdwr,178427.0,4.0,Lover,1NAmidJlEaVgA3MpcPFYGq
4756,Watermelon Sugar___Harry Styles,2022-09-09 16:07,Harry Styles,Watermelon Sugar,4806,2022-09-09 16:07:00,0.548,0.816,0.0,-4.209,1.0,0.0465,0.122,0.0,0.335,0.557,95.39,audio_features,6UelLqGlWMcVH1E5c4H7lY,spotify:track:6UelLqGlWMcVH1E5c4H7lY,https://api.spotify.com/v1/tracks/6UelLqGlWMcVH1E5c4H7lY,https://api.spotify.com/v1/audio-analysis/6UelLqGlWMcVH1E5c4H7lY,174000.0,4.0,Fine Line,7xV2TzoaVc0ycW7fwBwAml
4757,august___Taylor Swift,2022-09-09 16:07,Taylor Swift,august,255415,2022-09-09 16:07:00,0.532,0.623,5.0,-9.208,1.0,0.0331,0.538,7.28e-05,0.0925,0.403,89.937,audio_features,3hUxzQpSfdDqwM3ZTFQY0K,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,https://api.spotify.com/v1/tracks/3hUxzQpSfdDqwM3ZTFQY0K,https://api.spotify.com/v1/audio-analysis/3hUxzQpSfdDqwM3ZTFQY0K,261923.0,4.0,folklore,2fenSS68JI1h4Fo296JfGr
4758,As It Was___Harry Styles,2022-09-09 16:10,Harry Styles,As It Was,167303,2022-09-09 16:10:00,0.52,0.731,6.0,-5.338,0.0,0.0557,0.342,0.00101,0.311,0.662,173.93,audio_features,4LRPiXqCikLlN15c3yImP7,spotify:track:4LRPiXqCikLlN15c3yImP7,https://api.spotify.com/v1/tracks/4LRPiXqCikLlN15c3yImP7,https://api.spotify.com/v1/audio-analysis/4LRPiXqCikLlN15c3yImP7,167303.0,4.0,As It Was,2pqdSWeJVsXAhHFuVLzuA8
4759,Watermelon Sugar___Harry Styles,2022-09-09 16:10,Harry Styles,Watermelon Sugar,39063,2022-09-09 16:10:00,0.548,0.816,0.0,-4.209,1.0,0.0465,0.122,0.0,0.335,0.557,95.39,audio_features,6UelLqGlWMcVH1E5c4H7lY,spotify:track:6UelLqGlWMcVH1E5c4H7lY,https://api.spotify.com/v1/tracks/6UelLqGlWMcVH1E5c4H7lY,https://api.spotify.com/v1/audio-analysis/6UelLqGlWMcVH1E5c4H7lY,174000.0,4.0,Fine Line,7xV2TzoaVc0ycW7fwBwAml
4760,Blinding Lights___The Weeknd,2022-09-09 16:14,The Weeknd,Blinding Lights,200411,2022-09-09 16:14:00,0.514,0.73,1.0,-5.934,1.0,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,audio_features,0VjIjW4GlUZAMYd2vXMi3b,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,https://api.spotify.com/v1/tracks/0VjIjW4GlUZAMYd2vXMi3b,https://api.spotify.com/v1/audio-analysis/0VjIjW4GlUZAMYd2vXMi3b,200040.0,4.0,After Hours,4yP0hdKOZPNshxUOjY0cZj
4761,Starboy___The Weeknd,2022-09-09 16:18,The Weeknd,Starboy,230453,2022-09-09 16:18:00,0.679,0.587,7.0,-7.015,1.0,0.276,0.141,6.35e-06,0.137,0.486,186.003,audio_features,7MXVkk9YMctZqd1Srtv4MB,spotify:track:7MXVkk9YMctZqd1Srtv4MB,https://api.spotify.com/v1/tracks/7MXVkk9YMctZqd1Srtv4MB,https://api.spotify.com/v1/audio-analysis/7MXVkk9YMctZqd1Srtv4MB,230453.0,4.0,Starboy,2ODvWsOgouMbaA5xf0RkJe
4762,Watermelon Sugar___Harry Styles,2022-09-09 16:21,Harry Styles,Watermelon Sugar,174000,2022-09-09 16:21:00,0.548,0.816,0.0,-4.209,1.0,0.0465,0.122,0.0,0.335,0.557,95.39,audio_features,6UelLqGlWMcVH1E5c4H7lY,spotify:track:6UelLqGlWMcVH1E5c4H7lY,https://api.spotify.com/v1/tracks/6UelLqGlWMcVH1E5c4H7lY,https://api.spotify.com/v1/audio-analysis/6UelLqGlWMcVH1E5c4H7lY,174000.0,4.0,Fine Line,7xV2TzoaVc0ycW7fwBwAml
4763,Starboy___The Weeknd,2022-09-09 16:22,The Weeknd,Starboy,0,2022-09-09 16:22:00,0.679,0.587,7.0,-7.015,1.0,0.276,0.141,6.35e-06,0.137,0.486,186.003,audio_features,7MXVkk9YMctZqd1Srtv4MB,spotify:track:7MXVkk9YMctZqd1Srtv4MB,https://api.spotify.com/v1/tracks/7MXVkk9YMctZqd1Srtv4MB,https://api.spotify.com/v1/audio-analysis/7MXVkk9YMctZqd1Srtv4MB,230453.0,4.0,Starboy,2ODvWsOgouMbaA5xf0RkJe
4764,Let Me Love You___DJ Snake,2022-09-09 16:22,DJ Snake,Let Me Love You,2159,2022-09-09 16:22:00,0.649,0.716,8.0,-5.371,1.0,0.0349,0.0863,2.63e-05,0.135,0.163,99.988,audio_features,0lYBSQXN6rCTvUZvg9S0lU,spotify:track:0lYBSQXN6rCTvUZvg9S0lU,https://api.spotify.com/v1/tracks/0lYBSQXN6rCTvUZvg9S0lU,https://api.spotify.com/v1/audio-analysis/0lYBSQXN6rCTvUZvg9S0lU,205947.0,4.0,Encore,02sEJTj1sye1JaqxqpcSCp
4765,Right Round___Flo Rida,2022-09-09 16:22,Flo Rida,Right Round,14071,2022-09-09 16:22:00,0.717,0.772,7.0,-4.264,1.0,0.0554,0.00889,0.0,0.293,0.734,124.961,audio_features,16nHjvEhYAxpdpeHWfBZZK,spotify:track:16nHjvEhYAxpdpeHWfBZZK,https://api.spotify.com/v1/tracks/16nHjvEhYAxpdpeHWfBZZK,https://api.spotify.com/v1/audio-analysis/16nHjvEhYAxpdpeHWfBZZK,206493.0,4.0,Red Hot R & B,3HOdIpWTzqENgTiD7P7sI0
4766,Sunflower - Spider-Man: Into the Spider-Verse___Post Malone,2022-09-09 16:24,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,158040,2022-09-09 16:24:00,0.76,0.479,2.0,-5.574,1.0,0.0466,0.556,0.0,0.0703,0.913,89.911,audio_features,3KkXRkHbMCARz0aVfEt68P,spotify:track:3KkXRkHbMCARz0aVfEt68P,https://api.spotify.com/v1/tracks/3KkXRkHbMCARz0aVfEt68P,https://api.spotify.com/v1/audio-analysis/3KkXRkHbMCARz0aVfEt68P,158040.0,4.0,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),35s58BRTGAEWztPo9WqCIs
4767,Ain't Got Rhythm (Vocal)___Phineas,2022-09-09 16:25,Phineas,Ain't Got Rhythm (Vocal),6995,2022-09-09 16:25:00,0.742,0.671,11.0,-9.25,0.0,0.166,0.0828,0.0,0.028,0.913,95.922,audio_features,0RoVSn3Ldk3Il03XcGCEER,spotify:track:0RoVSn3Ldk3Il03XcGCEER,https://api.spotify.com/v1/tracks/0RoVSn3Ldk3Il03XcGCEER,https://api.spotify.com/v1/audio-analysis/0RoVSn3Ldk3Il03XcGCEER,136107.0,4.0,Disney Karaoke Series: Phineas and Ferb,3abb0EBNGbapWmK4pThdrf
4768,"Dheeme Dheeme (From ""Pati Patni Aur Woh"")___Tony Kakkar",2022-09-09 16:28,Tony Kakkar,"Dheeme Dheeme (From ""Pati Patni Aur Woh"")",6515,2022-09-09 16:28:00,0.8,0.972,10.0,-2.053,0.0,0.0405,0.15,0.00337,0.351,0.694,110.054,audio_features,7ofWUKeNCUw1P64ArIwG9b,spotify:track:7ofWUKeNCUw1P64ArIwG9b,https://api.spotify.com/v1/tracks/7ofWUKeNCUw1P64ArIwG9b,https://api.spotify.com/v1/audio-analysis/7ofWUKeNCUw1P64ArIwG9b,177383.0,4.0,"Dheeme Dheeme (From ""Pati Patni Aur Woh"")",7mx4WDmLj9093qoqCkeSME
4769,On My Way___Alan Walker,2022-09-09 16:28,Alan Walker,On My Way,193797,2022-09-09 16:28:00,0.509,0.689,1.0,-4.929,0.0,0.102,0.0209,0.0,0.301,0.297,170.087,audio_features,4n7jnSxVLd8QioibtTDBDq,spotify:track:4n7jnSxVLd8QioibtTDBDq,https://api.spotify.com/v1/tracks/4n7jnSxVLd8QioibtTDBDq,https://api.spotify.com/v1/audio-analysis/4n7jnSxVLd8QioibtTDBDq,193798.0,4.0,On My Way,1bcvtuHyO79DNAOOhHEkEm
4770,Carpe Diem___Phineas,2022-09-09 16:31,Phineas,Carpe Diem,5887,2022-09-09 16:31:00,0.521,0.872,0.0,-3.86,1.0,0.0487,0.102,0.0,0.241,0.873,157.799,audio_features,7LGeuRxK2i4J9HoFKI27m9,spotify:track:7LGeuRxK2i4J9HoFKI27m9,https://api.spotify.com/v1/tracks/7LGeuRxK2i4J9HoFKI27m9,https://api.spotify.com/v1/audio-analysis/7LGeuRxK2i4J9HoFKI27m9,109840.0,4.0,Phineas and Ferb: Across the 1st and 2nd Dimensions,7jiDj8Jdry8EtfY4VTqLb7
4771,Run It (feat. Rick Ross & Rich Brian)___DJ Snake,2022-09-09 16:31,DJ Snake,Run It (feat. Rick Ross & Rich Brian),163373,2022-09-09 16:31:00,0.688,0.725,2.0,-7.806,1.0,0.044,0.0195,7.63e-06,0.0726,0.225,104.006,audio_features,5x4vgABKiGp4Vg7ZyFRxhn,spotify:track:5x4vgABKiGp4Vg7ZyFRxhn,https://api.spotify.com/v1/tracks/5x4vgABKiGp4Vg7ZyFRxhn,https://api.spotify.com/v1/audio-analysis/5x4vgABKiGp4Vg7ZyFRxhn,163373.0,4.0,Shang-Chi and The Legend of The Ten Rings: The Album,2kAqjStKcwlDD59H0llhGC
4772,Blinding Lights___The Weeknd,2022-09-09 16:31,The Weeknd,Blinding Lights,2020,2022-09-09 16:31:00,0.514,0.73,1.0,-5.934,1.0,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,audio_features,0VjIjW4GlUZAMYd2vXMi3b,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,https://api.spotify.com/v1/tracks/0VjIjW4GlUZAMYd2vXMi3b,https://api.spotify.com/v1/audio-analysis/0VjIjW4GlUZAMYd2vXMi3b,200040.0,4.0,After Hours,4yP0hdKOZPNshxUOjY0cZj
4773,Mera Wala Dance___Nakash Aziz,2022-09-09 16:31,Nakash Aziz,Mera Wala Dance,2113,2022-09-09 16:31:00,0.676,0.948,8.0,-2.628,1.0,0.0803,0.0553,0.000218,0.0325,0.632,108.731,audio_features,55wV0bZrwCnJTxgrv6VpVd,spotify:track:55wV0bZrwCnJTxgrv6VpVd,https://api.spotify.com/v1/tracks/55wV0bZrwCnJTxgrv6VpVd,https://api.spotify.com/v1/audio-analysis/55wV0bZrwCnJTxgrv6VpVd,199584.0,3.0,Simmba,3dynRTuVOrAr5O7srr2txN
4774,Let Me Down Slowly___Alec Benjamin,2022-09-09 16:34,Alec Benjamin,Let Me Down Slowly,169353,2022-09-09 16:34:00,0.652,0.557,1.0,-5.714,0.0,0.0318,0.74,0.0,0.124,0.483,150.073,audio_features,2qxmye6gAegTMjLKEBoR3d,spotify:track:2qxmye6gAegTMjLKEBoR3d,https://api.spotify.com/v1/tracks/2qxmye6gAegTMjLKEBoR3d,https://api.spotify.com/v1/audio-analysis/2qxmye6gAegTMjLKEBoR3d,169354.0,4.0,Narrated For You,6jKZplJpy21R5lHaYHHjmZ
4775,Gangnam Style (강남스타일)___PSY,2022-09-09 16:38,PSY,Gangnam Style (강남스타일),219493,2022-09-09 16:38:00,0.727,0.937,11.0,-2.871,0.0,0.286,0.00417,0.0,0.091,0.749,132.067,audio_features,03UrZgTINDqvnUMbbIMhql,spotify:track:03UrZgTINDqvnUMbbIMhql,https://api.spotify.com/v1/tracks/03UrZgTINDqvnUMbbIMhql,https://api.spotify.com/v1/audio-analysis/03UrZgTINDqvnUMbbIMhql,219493.0,4.0,Gangnam Style (강남스타일),0ZjxizLeMyFEjR27JIvD99
4776,Pasoori___Shae Gill,2022-09-09 16:39,Shae Gill,Pasoori,1068,2022-09-09 16:39:00,0.714,0.596,11.0,-6.206,0.0,0.043,0.0657,0.0,0.0625,0.669,91.991,audio_features,7lvDsmTRXFE3dK4OjvRiWB,spotify:track:7lvDsmTRXFE3dK4OjvRiWB,https://api.spotify.com/v1/tracks/7lvDsmTRXFE3dK4OjvRiWB,https://api.spotify.com/v1/audio-analysis/7lvDsmTRXFE3dK4OjvRiWB,224147.0,4.0,Pasoori,7wgrW5XyZdtk0K8PkW5A7h
4777,Pasoori___Shae Gill,2022-09-09 18:19,Shae Gill,Pasoori,448,2022-09-09 18:19:00,0.714,0.596,11.0,-6.206,0.0,0.043,0.0657,0.0,0.0625,0.669,91.991,audio_features,7lvDsmTRXFE3dK4OjvRiWB,spotify:track:7lvDsmTRXFE3dK4OjvRiWB,https://api.spotify.com/v1/tracks/7lvDsmTRXFE3dK4OjvRiWB,https://api.spotify.com/v1/audio-analysis/7lvDsmTRXFE3dK4OjvRiWB,224147.0,4.0,Pasoori,7wgrW5XyZdtk0K8PkW5A7h
4778,Closer___The Chainsmokers,2022-09-09 18:19,The Chainsmokers,Closer,554,2022-09-09 18:19:00,0.748,0.524,8.0,-5.599,1.0,0.0338,0.414,0.0,0.111,0.661,95.01,audio_features,7BKLCZ1jbUBVqRi2FVlTVw,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,https://api.spotify.com/v1/tracks/7BKLCZ1jbUBVqRi2FVlTVw,https://api.spotify.com/v1/audio-analysis/7BKLCZ1jbUBVqRi2FVlTVw,244960.0,4.0,Closer,0rSLgV8p5FzfnqlEk4GzxE
